,bandwidth,startTime,sendTime,1,2
871,891,23,39,0.0,23.0
872,988,6,19,0.0,6.0
873,358,8,8,0.0,8.0
874,102,39,32,0.0,39.0
875,812,24,4,0.0,24.0
876,486,40,38,0.0,40.0
877,728,33,50,0.0,103.0
878,532,22,36,0.0,22.0
879,128,33,8,0.0,33.0
880,905,22,19,0.0,22.0
881,553,43,42,0.0,43.0
882,756,2,41,0.0,13.0
883,245,8,15,0.0,8.0
884,770,2,31,0.0,5.0
885,683,6,31,0.0,6.0
886,255,25,33,0.0,25.0
887,552,6,13,0.0,6.0
888,439,32,4,0.0,32.0
889,525,7,34,0.0,7.0
890,855,17,7,0.0,17.0
891,607,8,33,0.0,8.0
892,759,15,17,0.0,15.0
893,369,31,7,0.0,31.0
894,380,16,39,0.0,16.0
895,999,19,31,0.0,19.0
896,93,29,2,0.0,29.0
897,441,21,7,0.0,21.0
898,641,18,19,0.0,18.0
899,943,50,6,0.0,50.0
900,445,47,8,0.0,47.0
901,891,2,19,2.0,3.0
902,147,3,23,4.0,3.0
903,690,2,43,0.0,18.0
904,140,45,4,0.0,45.0
905,749,17,9,0.0,17.0
906,254,30,48,5.0,57.0
907,518,33,42,0.0,33.0
908,160,35,4,0.0,35.0
909,159,7,43,0.0,21.0
910,28,17,1,0.0,17.0
911,708,42,39,0.0,42.0
912,721,37,20,0.0,37.0
913,451,27,8,0.0,27.0
914,961,20,3,0.0,20.0
915,707,0,15,4.0,2.0
916,597,21,2,0.0,21.0
917,428,49,47,4.0,68.0
918,256,3,20,7.0,3.0
919,273,32,9,0.0,32.0
920,606,9,47,1.0,9.0
921,305,25,33,0.0,25.0
922,774,1,45,0.0,32.0
923,826,48,37,0.0,48.0
924,908,38,31,0.0,38.0
925,423,23,45,0.0,30.0
926,598,3,37,0.0,8.0
927,964,30,45,0.0,31.0
928,441,17,27,0.0,17.0
929,341,41,35,0.0,41.0
930,377,29,21,0.0,29.0
931,812,4,32,0.0,5.0
932,256,14,46,0.0,36.0
933,843,20,26,0.0,20.0
934,12,0,49,3.0,0.0
935,558,49,28,0.0,49.0
936,123,19,7,0.0,19.0
937,856,10,46,0.0,38.0
938,949,44,35,0.0,44.0
939,692,45,40,0.0,45.0
940,862,35,17,0.0,35.0
941,680,45,37,0.0,45.0
942,556,16,22,0.0,16.0
943,259,18,16,0.0,18.0
944,440,9,2,0.0,9.0
945,234,6,25,0.0,6.0
946,361,0,10,3.0,2.0
947,159,6,40,0.0,10.0
948,746,47,38,0.0,47.0
949,509,39,10,0.0,39.0
950,732,37,17,0.0,37.0
951,986,47,26,0.0,47.0
952,44,6,29,0.0,6.0
953,671,16,43,0.0,18.0
954,193,2,11,1.0,2.0
955,598,25,27,0.0,25.0
956,883,39,40,0.0,39.0
957,123,15,43,0.0,19.0
958,519,26,39,0.0,26.0
959,984,21,5,0.0,21.0
960,721,29,14,0.0,29.0
961,466,40,2,0.0,40.0
962,85,37,4,0.0,37.0
963,419,3,5,5.0,3.0
964,607,12,3,0.0,12.0
965,262,32,13,0.0,32.0
966,115,25,42,0.0,25.0
967,801,42,33,0.0,42.0
968,779,35,36,0.0,35.0
969,352,16,25,0.0,16.0
970,228,12,40,0.0,12.0
971,911,43,29,0.0,43.0
972,373,33,24,0.0,33.0
973,761,30,16,0.0,30.0
974,468,46,18,0.0,46.0
975,166,25,5,0.0,25.0
976,502,10,47,1.0,10.0
977,484,37,20,0.0,37.0
978,204,33,8,0.0,33.0
979,229,35,5,0.0,35.0
980,841,36,13,0.0,36.0
981,373,4,11,0.0,4.0
982,118,16,49,1.0,16.0
983,453,28,9,0.0,28.0
984,138,10,27,0.0,10.0
985,865,47,16,0.0,47.0
986,145,1,25,3.0,3.0
987,795,43,8,0.0,43.0
988,479,32,30,0.0,32.0
989,299,2,36,0.0,7.0
990,169,8,13,0.0,8.0
991,32,10,22,0.0,10.0
992,876,7,22,0.0,7.0
993,915,24,21,0.0,24.0
994,210,7,19,0.0,7.0
995,579,7,20,0.0,7.0
996,562,38,43,0.0,38.0
997,328,5,40,0.0,12.0
998,994,12,20,0.0,12.0
999,458,25,2,0.0,25.0
1000,933,22,6,0.0,22.0
1001,29,28,37,0.0,28.0
1002,189,28,14,0.0,28.0
1003,557,26,44,0.0,26.0
1004,910,16,24,0.0,16.0
1005,160,26,46,0.0,36.0
1006,636,33,11,0.0,33.0
1007,709,36,4,0.0,36.0
1008,629,29,11,0.0,29.0
1009,502,6,21,0.0,6.0
1010,810,14,2,0.0,14.0
1011,488,9,46,0.0,37.0
1012,388,32,26,0.0,32.0
1013,448,25,5,0.0,25.0
1014,217,26,44,0.0,26.0
1015,921,12,10,0.0,12.0
1016,150,48,11,0.0,48.0
1017,722,19,45,0.0,30.0
1018,604,7,8,0.0,7.0
1019,235,12,8,0.0,12.0
1020,359,46,36,0.0,46.0
1021,732,37,48,4.0,103.0
1022,802,7,14,0.0,7.0
1023,920,1,22,6.0,3.0
1024,704,49,11,0.0,49.0
1025,115,20,32,0.0,20.0
1026,677,18,27,0.0,18.0
1027,18,24,36,0.0,24.0
1028,687,40,12,0.0,40.0
1029,541,45,42,0.0,45.0
1030,358,36,13,0.0,36.0
1031,959,35,46,0.0,36.0
1032,295,11,35,0.0,11.0
1033,943,4,38,0.0,9.0
1034,400,34,24,0.0,34.0
1035,924,8,20,0.0,8.0
1036,449,43,7,0.0,43.0
1037,296,8,12,0.0,8.0
1038,282,27,14,0.0,27.0
1039,890,26,35,0.0,26.0
1040,947,23,11,0.0,23.0
1041,232,0,26,2.0,3.0
1042,361,13,15,0.0,13.0
1043,317,3,18,4.0,3.0
1044,47,42,12,0.0,42.0
1045,427,37,11,0.0,37.0
1046,898,8,41,0.0,13.0
1047,728,39,38,0.0,39.0
1048,913,21,49,4.0,143.0
1049,220,3,2,5.0,3.0
1050,443,31,37,0.0,31.0
1051,693,15,40,0.0,15.0
1052,584,29,45,0.0,29.0
1053,55,41,4,0.0,41.0
1054,164,27,44,0.0,27.0
1055,451,13,45,0.0,31.0
1056,975,25,33,0.0,25.0
1057,572,30,36,0.0,30.0
1058,888,0,32,0.0,5.0
1059,929,18,23,0.0,18.0
1060,756,4,33,0.0,5.0
1061,979,7,41,0.0,14.0
1062,981,27,1,0.0,27.0
1063,304,25,5,0.0,25.0
1064,88,21,14,0.0,21.0
1065,480,49,45,0.0,50.0
1066,165,31,30,0.0,31.0
1067,114,41,32,0.0,41.0
1068,699,6,39,0.0,9.0
1069,327,43,23,0.0,43.0
1070,799,17,43,0.0,18.0
1071,448,32,20,0.0,32.0
1072,929,1,29,0.0,4.0
1073,137,36,22,0.0,36.0
1074,709,17,22,0.0,17.0
1075,157,29,5,0.0,29.0
1076,931,20,3,0.0,20.0
1077,117,25,6,0.0,25.0
1078,735,17,27,0.0,17.0
1079,122,39,11,0.0,39.0
1080,20,17,20,0.0,17.0
1081,68,7,2,0.0,7.0
1082,366,44,27,0.0,44.0
1083,775,28,8,0.0,28.0
1084,68,36,1,0.0,36.0
1085,553,3,8,4.0,3.0
1086,320,30,48,5.0,61.0
1087,657,37,7,0.0,37.0
1088,922,47,22,0.0,47.0
1089,710,3,45,0.0,28.0
1090,965,5,33,0.0,5.0
1091,301,15,11,0.0,15.0
1092,704,47,38,0.0,47.0
1093,989,12,13,0.0,12.0
1094,38,27,13,0.0,27.0
1095,911,12,15,0.0,12.0
1096,923,4,32,0.0,5.0
1097,533,18,35,0.0,18.0
1098,538,45,2,0.0,45.0
1099,210,50,8,0.0,50.0
1100,653,37,26,0.0,37.0
1101,616,3,5,7.0,3.0
1102,900,12,2,0.0,12.0
1103,736,46,36,0.0,46.0
1104,755,9,7,0.0,9.0
1105,601,29,1,0.0,29.0
1106,126,22,18,0.0,22.0
1107,910,6,41,0.0,15.0
1108,170,29,18,0.0,29.0
1109,309,6,49,7.0,6.0
1110,399,27,18,0.0,27.0
1111,234,16,25,0.0,16.0
1112,95,13,20,0.0,13.0
1113,763,45,13,0.0,45.0
1114,184,13,23,0.0,13.0
1115,35,41,5,0.0,41.0
1116,333,16,16,0.0,16.0
1117,130,20,16,0.0,20.0
1118,666,16,36,0.0,16.0
1119,331,49,18,0.0,49.0
1120,484,46,5,0.0,46.0
1121,323,26,22,0.0,26.0
1122,435,4,19,0.0,4.0
1123,319,25,29,0.0,25.0
1124,311,12,24,0.0,12.0
1125,417,13,13,0.0,13.0
1126,207,1,40,0.0,10.0
1127,624,22,32,0.0,22.0
1128,470,30,21,0.0,30.0
1129,54,37,4,0.0,37.0
1130,974,31,14,0.0,31.0
1131,798,25,38,0.0,25.0
1132,232,23,40,0.0,23.0
1133,500,36,48,0.0,76.0
1134,508,16,26,0.0,16.0
1135,223,2,27,2.0,4.0
1136,162,37,46,0.0,40.0
1137,262,25,47,0.0,45.0
1138,119,8,2,0.0,8.0
1139,756,33,11,0.0,33.0
1140,609,0,28,0.0,4.0
1141,738,42,37,0.0,42.0
1142,857,37,34,0.0,37.0
1143,987,0,9,3.0,2.0
1144,791,35,44,0.0,35.0
1145,255,10,16,0.0,10.0
1146,988,17,41,0.0,17.0
1147,613,8,1,0.0,8.0
1148,246,10,30,0.0,10.0
1149,370,13,41,0.0,13.0
1150,146,40,10,0.0,40.0
1151,705,6,5,0.0,6.0
1152,375,47,44,0.0,47.0
1153,412,16,44,0.0,27.0
1154,207,12,2,0.0,12.0
1155,218,17,14,0.0,17.0
1156,503,9,6,0.0,9.0
1157,649,48,18,0.0,48.0
1158,869,37,9,0.0,37.0
1159,130,40,41,0.0,40.0
1160,396,48,31,0.0,48.0
1161,575,29,39,0.0,29.0
1162,691,49,14,0.0,49.0
1163,910,28,23,0.0,28.0
1164,790,5,17,0.0,5.0
1165,17,28,49,6.0,28.0
1166,221,43,5,0.0,43.0
1167,52,28,4,0.0,28.0
1168,653,28,37,0.0,28.0
1169,481,49,22,0.0,49.0
1170,622,23,20,0.0,23.0
1171,214,22,48,0.0,54.0
1172,185,7,50,0.0,7.0
1173,553,26,39,0.0,26.0
1174,239,14,9,0.0,14.0
1175,493,26,38,0.0,26.0
1176,762,25,7,0.0,25.0
1177,799,20,45,0.0,31.0
1178,900,31,39,0.0,31.0
1179,574,23,5,0.0,23.0
1180,50,16,10,0.0,16.0
1181,142,16,28,0.0,16.0
1182,86,7,44,0.0,22.0
1183,510,1,18,7.0,2.0
1184,53,41,2,0.0,41.0
1185,263,35,15,0.0,35.0
1186,620,39,29,0.0,39.0
1187,325,23,18,0.0,23.0
1188,132,25,16,0.0,25.0
1189,611,43,19,0.0,43.0
1190,42,22,40,0.0,22.0
1191,577,40,32,0.0,40.0
1192,511,14,27,0.0,14.0
1193,268,42,26,0.0,42.0
1194,881,13,44,0.0,27.0
1195,63,17,16,0.0,17.0
1196,891,15,47,4.0,15.0
1197,386,41,23,0.0,41.0
1198,471,3,25,0.0,3.0
1199,825,9,33,0.0,9.0
1200,564,30,2,0.0,30.0
1201,817,29,11,0.0,29.0
1202,391,1,45,0.0,29.0
1203,59,22,43,0.0,22.0
1204,23,5,34,0.0,6.0
1205,366,28,25,0.0,28.0
1206,470,45,22,0.0,45.0
1207,260,10,37,0.0,10.0
1208,74,48,10,0.0,48.0
1209,304,13,12,0.0,13.0
1210,261,31,20,0.0,31.0
1211,515,20,3,0.0,20.0
1212,923,46,3,0.0,46.0
1213,171,9,50,0.0,9.0
1214,177,24,49,7.0,54.0
1215,910,20,35,0.0,20.0
1216,310,16,10,0.0,16.0
1217,980,9,22,0.0,9.0
1218,834,41,17,0.0,41.0
1219,635,25,7,0.0,25.0
1220,860,10,49,6.0,10.0
1221,78,25,16,0.0,25.0
1222,211,24,31,0.0,24.0
1223,82,30,40,0.0,30.0
1224,193,37,36,0.0,37.0
1225,526,36,38,0.0,36.0
1226,451,17,2,0.0,17.0
1227,181,27,46,0.0,34.0
1228,863,20,17,0.0,20.0
1229,873,20,20,0.0,20.0
1230,508,48,1,0.0,48.0
1231,761,35,28,0.0,35.0
1232,342,11,30,0.0,11.0
1233,231,3,41,0.0,15.0
1234,728,48,30,0.0,48.0
1235,176,31,38,0.0,31.0
1236,992,15,7,0.0,15.0
1237,92,43,6,0.0,43.0
1238,169,11,15,0.0,11.0
1239,144,48,32,0.0,48.0
1240,876,12,17,0.0,12.0
1241,739,1,33,0.0,5.0
1242,457,9,8,0.0,9.0
1243,41,1,39,0.0,9.0
1244,957,10,25,0.0,10.0
1245,10,25,48,7.0,25.0
1246,19,36,9,0.0,36.0
1247,951,21,40,0.0,21.0
1248,340,19,24,0.0,19.0
1249,872,38,6,0.0,38.0
1250,781,6,13,0.0,6.0
1251,743,34,40,0.0,34.0
1252,740,20,24,0.0,20.0
1253,840,41,39,0.0,41.0
1254,142,24,47,0.0,42.0
1255,403,21,13,0.0,21.0
1256,988,20,5,0.0,20.0
1257,986,2,46,0.0,40.0
1258,592,13,26,0.0,13.0
1259,774,16,46,0.0,37.0
1260,517,25,32,0.0,25.0
1261,972,41,32,0.0,41.0
1262,979,41,12,0.0,41.0
1263,260,34,2,0.0,34.0
1264,698,0,17,4.0,2.0
1265,237,47,7,0.0,47.0
1266,896,26,6,0.0,26.0
1267,593,7,15,0.0,7.0
1268,751,24,4,0.0,24.0
1269,211,8,44,0.0,26.0
1270,405,0,2,6.0,1.0
1271,999,34,27,0.0,34.0
1272,660,30,1,0.0,30.0
1273,496,27,11,0.0,27.0
1274,74,34,19,0.0,34.0
1275,987,33,11,0.0,33.0
1276,397,19,25,0.0,19.0
1277,722,39,31,0.0,39.0
1278,762,49,38,0.0,49.0
1279,799,8,31,0.0,8.0
1280,363,50,11,0.0,50.0
1281,71,29,3,0.0,29.0
1282,589,23,38,0.0,23.0
1283,306,25,22,0.0,25.0
1284,997,10,29,0.0,10.0
1285,903,14,7,0.0,14.0
1286,569,42,48,6.0,86.0
1287,464,38,43,0.0,38.0
1288,93,44,34,0.0,44.0
1289,676,14,31,0.0,14.0
1290,451,5,11,0.0,5.0
1291,907,21,3,0.0,21.0
1292,640,38,14,0.0,38.0
1293,688,47,3,0.0,47.0
1294,858,0,19,7.0,3.0
1295,905,1,31,0.0,4.0
1296,509,41,31,0.0,41.0
1297,906,46,11,0.0,46.0
1298,839,41,50,2.0,124.0
1299,633,18,39,0.0,18.0
1300,102,9,24,0.0,9.0
1301,732,32,22,0.0,32.0
1302,863,14,29,0.0,14.0
1303,911,8,29,0.0,8.0
1304,588,48,42,0.0,48.0
1305,960,38,9,0.0,38.0
1306,214,7,9,0.0,7.0
1307,750,14,50,2.0,14.0
1308,834,14,41,0.0,14.0
1309,752,43,49,4.0,107.0
1310,394,1,44,0.0,24.0
1311,550,41,34,0.0,41.0
1312,34,15,30,0.0,15.0
1313,230,14,9,0.0,14.0
1314,826,38,32,0.0,38.0
1315,802,40,6,0.0,40.0
1316,33,2,26,2.0,3.0
1317,408,7,45,0.0,30.0
1318,488,38,40,0.0,38.0
1319,306,5,15,0.0,5.0
1320,124,27,27,0.0,27.0
1321,863,11,3,0.0,11.0
1322,600,47,42,0.0,47.0
1323,906,1,38,0.0,9.0
1324,732,15,45,0.0,29.0
1325,946,2,30,0.0,4.0
1326,73,19,44,0.0,24.0
1327,309,10,19,0.0,10.0
1328,412,26,17,0.0,26.0
1329,53,5,7,0.0,5.0
1330,67,31,35,0.0,31.0
1331,564,32,22,0.0,32.0
1332,650,26,17,0.0,26.0
1333,997,5,8,0.0,5.0
1334,785,19,20,0.0,19.0
1335,619,43,42,0.0,43.0
1336,73,47,8,0.0,47.0
1337,264,45,10,0.0,45.0
1338,939,16,21,0.0,16.0
1339,321,26,7,0.0,26.0
1340,750,42,41,0.0,42.0
1341,575,3,15,2.0,3.0
1342,953,18,12,0.0,18.0
1343,553,25,7,0.0,25.0
1344,129,45,50,3.0,49.0
1345,804,29,7,0.0,29.0
1346,932,31,25,0.0,31.0
1347,874,41,7,0.0,41.0
1348,151,38,44,0.0,38.0
1349,932,31,37,0.0,31.0
1350,650,7,14,0.0,7.0
1351,122,2,25,4.0,3.0
1352,828,21,20,0.0,21.0
1353,311,34,18,0.0,34.0
1354,660,15,41,0.0,15.0
1355,270,15,23,0.0,15.0
1356,87,23,35,0.0,23.0
1357,459,3,49,5.0,3.0
1358,243,41,50,0.0,56.0
1359,393,5,35,0.0,6.0
1360,861,13,9,0.0,13.0
1361,873,1,19,2.0,2.0
1362,935,33,7,0.0,33.0
1363,133,37,19,0.0,37.0
1364,799,33,3,0.0,33.0
1365,833,42,44,0.0,42.0
1366,818,26,33,0.0,26.0
1367,504,40,26,0.0,40.0
1368,276,6,30,0.0,6.0
1369,561,43,49,4.0,86.0
1370,55,16,46,0.0,33.0
1371,342,24,25,0.0,24.0
1372,87,19,46,0.0,32.0
1373,443,32,4,0.0,32.0
1374,994,50,15,0.0,50.0
1375,29,47,1,0.0,47.0
1376,128,30,25,0.0,30.0
1377,431,26,34,0.0,26.0
1378,505,3,21,3.0,3.0
1379,350,24,20,0.0,24.0
1380,466,35,8,0.0,35.0
1381,153,29,6,0.0,29.0
1382,682,33,49,3.0,97.0
1383,33,40,6,0.0,40.0
1384,456,3,47,4.0,3.0
1385,278,26,43,0.0,26.0
1386,951,33,32,0.0,33.0
1387,672,34,5,0.0,34.0
1388,702,50,12,0.0,50.0
1389,948,46,4,0.0,46.0
1390,385,44,39,0.0,44.0
1391,157,20,50,5.0,52.0
1392,589,49,49,2.0,87.0
1393,768,0,34,0.0,6.0
1394,528,49,13,0.0,49.0
1395,542,48,12,0.0,48.0
1396,41,18,31,0.0,18.0
1397,360,39,17,0.0,39.0
1398,689,18,9,0.0,18.0
1399,952,36,2,0.0,36.0
1400,200,49,22,0.0,49.0
1401,438,7,23,0.0,7.0
1402,692,45,31,0.0,45.0
1403,655,30,21,0.0,30.0
1404,983,1,43,0.0,20.0
1405,730,26,2,0.0,26.0
1406,374,21,30,0.0,21.0
1407,600,40,9,0.0,40.0
1408,157,41,27,0.0,41.0
1409,23,44,23,0.0,44.0
1410,616,47,32,0.0,47.0
1411,948,22,10,0.0,22.0
1412,350,5,39,0.0,9.0
1413,638,40,10,0.0,40.0
1414,925,24,43,0.0,24.0
1415,996,42,21,0.0,42.0
1416,130,30,35,0.0,30.0
1417,50,45,23,0.0,45.0
1418,866,25,3,0.0,25.0
1419,242,6,44,0.0,24.0
1420,55,6,12,0.0,6.0
1421,778,16,31,0.0,16.0
1422,271,38,20,0.0,38.0
1423,105,44,28,0.0,44.0
1424,262,29,16,0.0,29.0
1425,202,26,31,0.0,26.0
1426,246,30,45,0.0,30.0
1427,77,19,30,0.0,19.0
1428,922,12,20,0.0,12.0
1429,57,16,28,0.0,16.0
1430,283,32,45,0.0,32.0
1431,251,42,29,0.0,42.0
1432,633,4,30,0.0,4.0
1433,658,4,40,0.0,12.0
1434,874,8,14,0.0,8.0
1435,713,16,13,0.0,16.0
1436,88,21,15,0.0,21.0
1437,466,50,48,1.0,71.0
1438,496,28,21,0.0,28.0
1439,328,39,25,0.0,39.0
1440,505,4,23,0.0,4.0
1441,76,44,30,0.0,44.0
1442,443,34,28,0.0,34.0
1443,799,21,15,0.0,21.0
1444,645,7,36,0.0,7.0
1445,368,1,22,0.0,3.0
1446,76,9,29,0.0,9.0
1447,206,25,4,0.0,25.0
1448,551,39,22,0.0,39.0
1449,235,5,6,0.0,5.0
1450,851,50,9,0.0,50.0
1451,330,44,31,0.0,44.0
1452,991,13,11,0.0,13.0
1453,122,35,9,0.0,35.0
1454,439,33,43,0.0,33.0
1455,987,10,8,0.0,10.0
1456,123,3,4,0.0,3.0
1457,384,26,3,0.0,26.0
1458,519,39,29,0.0,39.0
1459,314,16,27,0.0,16.0
1460,567,41,10,0.0,41.0
1461,598,1,12,6.0,2.0
1462,991,18,45,0.0,30.0
1463,258,18,43,0.0,19.0
1464,568,13,18,0.0,13.0
1465,813,45,34,0.0,45.0
1466,888,48,22,0.0,48.0
1467,403,36,2,0.0,36.0
1468,818,29,32,0.0,29.0
1469,975,43,8,0.0,43.0
1470,265,49,50,1.0,59.0
1471,720,9,43,0.0,18.0
1472,370,12,18,0.0,12.0
1473,94,37,25,0.0,37.0
1474,860,22,5,0.0,22.0
1475,975,26,35,0.0,26.0
1476,509,36,45,0.0,36.0
1477,264,30,14,0.0,30.0
1478,231,38,2,0.0,38.0
1479,420,49,18,0.0,49.0
1480,430,10,17,0.0,10.0
1481,298,30,49,1.0,60.0
1482,612,43,2,0.0,43.0
1483,379,40,50,7.0,62.0
1484,760,18,24,0.0,18.0
1485,910,19,18,0.0,19.0
1486,949,15,22,0.0,15.0
1487,14,20,18,0.0,20.0
1488,622,7,43,0.0,21.0
1489,728,16,18,0.0,16.0
1490,102,45,35,0.0,45.0
1491,786,36,22,0.0,36.0
1492,986,18,23,0.0,18.0
1493,606,48,38,0.0,48.0
1494,222,4,40,0.0,12.0
1495,956,33,29,0.0,33.0
1496,375,45,8,0.0,45.0
1497,232,23,1,0.0,23.0
1498,20,50,50,3.0,50.0
1499,416,10,11,0.0,10.0
1500,336,13,16,0.0,13.0
1501,193,24,20,0.0,24.0
1502,801,12,10,0.0,12.0
1503,52,29,46,0.0,38.0
1504,655,44,2,0.0,44.0
1505,468,3,33,0.0,5.0
1506,703,13,48,2.0,13.0
1507,532,14,21,0.0,14.0
1508,171,44,3,0.0,44.0
1509,195,1,25,0.0,3.0
1510,302,48,7,0.0,48.0
1511,512,36,24,0.0,36.0
1512,166,24,33,0.0,24.0
1513,316,23,15,0.0,23.0
1514,871,4,37,0.0,8.0
1515,622,45,26,0.0,45.0
1516,525,6,40,0.0,12.0
1517,918,1,12,3.0,2.0
1518,21,22,28,0.0,22.0
1519,58,36,44,0.0,36.0
1520,960,26,30,0.0,26.0
1521,595,14,41,0.0,14.0
1522,618,39,41,0.0,39.0
1523,525,11,47,6.0,11.0
1524,835,19,41,0.0,19.0
1525,49,43,17,0.0,43.0
1526,876,4,6,0.0,4.0
1527,600,27,41,0.0,27.0
1528,445,50,5,0.0,50.0
1529,905,48,29,0.0,48.0
1530,183,22,37,0.0,22.0
1531,87,21,18,0.0,21.0
1532,336,43,9,0.0,43.0
1533,235,49,47,7.0,55.0
1534,11,0,14,3.0,2.0
1535,213,24,5,0.0,24.0
1536,753,10,47,6.0,10.0
1537,845,28,46,0.0,34.0
1538,906,48,13,0.0,48.0
1539,318,6,7,0.0,6.0
1540,689,42,36,0.0,42.0
1541,449,3,17,2.0,3.0
1542,461,39,29,0.0,39.0
1543,710,48,50,6.0,103.0
1544,842,1,5,7.0,2.0
1545,93,10,25,0.0,10.0
1546,86,38,41,0.0,38.0
1547,110,4,4,0.0,4.0
1548,314,48,42,0.0,48.0
1549,131,37,29,0.0,37.0
1550,266,19,21,0.0,19.0
1551,249,50,23,0.0,50.0
1552,609,35,37,0.0,35.0
1553,326,3,43,0.0,22.0
1554,688,29,41,0.0,29.0
1555,223,4,47,3.0,4.0
1556,469,29,44,0.0,29.0
1557,443,31,10,0.0,31.0
1558,679,24,6,0.0,24.0
1559,206,16,38,0.0,16.0
1560,587,2,42,0.0,16.0
1561,752,23,42,0.0,23.0
1562,99,47,12,0.0,47.0
1563,793,13,38,0.0,13.0
1564,983,27,29,0.0,27.0
1565,90,16,25,0.0,16.0
1566,950,24,42,0.0,24.0
1567,541,46,10,0.0,46.0
1568,404,11,33,0.0,11.0
1569,246,6,25,0.0,6.0
1570,632,13,7,0.0,13.0
1571,781,9,6,0.0,9.0
1572,212,15,39,0.0,15.0
1573,524,50,28,0.0,50.0
1574,196,48,31,0.0,48.0
1575,399,9,2,0.0,9.0
1576,551,38,8,0.0,38.0
1577,612,47,22,0.0,47.0
1578,539,1,4,3.0,1.0
1579,832,32,35,0.0,32.0
1580,431,19,23,0.0,19.0
1581,550,17,32,0.0,17.0
1582,944,17,14,0.0,17.0
1583,53,6,29,0.0,6.0
1584,947,29,10,0.0,29.0
1585,475,9,48,1.0,9.0
1586,280,39,37,0.0,39.0
1587,561,31,5,0.0,31.0
1588,465,4,50,5.0,4.0
1589,970,7,48,0.0,7.0
1590,469,22,24,0.0,22.0
1591,427,33,3,0.0,33.0
1592,787,14,33,0.0,14.0
1593,380,1,27,2.0,4.0
1594,559,5,1,0.0,5.0
1595,903,36,19,0.0,36.0
1596,402,49,33,0.0,49.0
1597,510,16,9,0.0,16.0
1598,91,21,14,0.0,21.0
1599,206,49,23,0.0,49.0
1600,872,34,9,0.0,34.0
1601,105,3,13,4.0,3.0
1602,299,24,29,0.0,24.0
1603,422,48,49,1.0,67.0
1604,564,25,26,0.0,25.0
1605,761,11,17,0.0,11.0
1606,650,28,25,0.0,28.0
1607,486,38,31,0.0,38.0
1608,479,46,19,0.0,46.0
1609,294,38,45,0.0,38.0
1610,283,38,22,0.0,38.0
1611,816,0,50,3.0,0.0
1612,271,44,9,0.0,44.0
1613,361,18,5,0.0,18.0
1614,924,22,19,0.0,22.0
1615,472,35,27,0.0,35.0
1616,373,26,28,0.0,26.0
1617,481,18,10,0.0,18.0
1618,783,19,48,4.0,111.0
1619,113,43,27,0.0,43.0
1620,806,8,50,1.0,8.0
1621,774,30,16,0.0,30.0
1622,588,25,14,0.0,25.0
1623,458,16,15,0.0,16.0
1624,880,37,41,0.0,37.0
1625,684,1,14,7.0,2.0
1626,161,37,41,0.0,37.0
1627,970,33,10,0.0,33.0
1628,460,25,18,0.0,25.0
1629,933,41,4,0.0,41.0
1630,177,17,19,0.0,17.0
1631,226,41,10,0.0,41.0
1632,978,2,32,0.0,5.0
1633,474,33,9,0.0,33.0
1634,866,42,45,0.0,42.0
1635,303,43,31,0.0,43.0
1636,421,8,3,0.0,8.0
1637,207,20,18,0.0,20.0
1638,804,19,15,0.0,19.0
1639,616,3,34,0.0,6.0
1640,466,21,32,0.0,21.0
1641,122,0,39,0.0,10.0
1642,727,24,11,0.0,24.0
1643,558,8,11,0.0,8.0
1644,14,41,18,0.0,41.0
1645,549,6,43,0.0,18.0
1646,330,40,50,1.0,62.0
1647,836,9,44,0.0,23.0
1648,670,24,36,0.0,24.0
1649,504,20,23,0.0,20.0
1650,229,39,43,0.0,39.0
1651,633,36,21,0.0,36.0
1652,544,12,40,0.0,12.0
1653,985,39,18,0.0,39.0
1654,536,12,31,0.0,12.0
1655,978,14,34,0.0,14.0
1656,921,46,31,0.0,46.0
1657,784,5,43,0.0,22.0
1658,67,42,30,0.0,42.0
1659,467,46,30,0.0,46.0
1660,92,28,37,0.0,28.0
1661,638,38,6,0.0,38.0
1662,125,2,31,0.0,4.0
1663,744,12,20,0.0,12.0
1664,590,38,40,0.0,38.0
1665,651,9,39,0.0,10.0
1666,507,33,2,0.0,33.0
1667,34,27,8,0.0,27.0
1668,993,13,5,0.0,13.0
1669,288,50,39,0.0,50.0
1670,293,48,23,0.0,48.0
1671,360,9,32,0.0,9.0
1672,96,45,41,0.0,45.0
1673,199,34,47,0.0,44.0
1674,862,49,18,0.0,49.0
1675,791,19,16,0.0,19.0
1676,161,33,24,0.0,33.0
1677,411,12,36,0.0,12.0
1678,643,23,31,0.0,23.0
1679,152,38,45,0.0,38.0
1680,119,45,14,0.0,45.0
1681,468,20,45,0.0,30.0
1682,56,7,20,0.0,7.0
1683,884,45,14,0.0,45.0
1684,214,13,14,0.0,13.0
1685,757,34,42,0.0,34.0
1686,377,3,30,0.0,4.0
1687,522,5,32,0.0,5.0
1688,70,44,41,0.0,44.0
1689,251,50,39,0.0,50.0
1690,943,10,6,0.0,10.0
1691,439,7,35,0.0,7.0
1692,285,46,3,0.0,46.0
1693,93,3,49,1.0,3.0
1694,898,30,24,0.0,30.0
1695,895,24,1,0.0,24.0
1696,885,23,39,0.0,23.0
1697,386,18,8,0.0,18.0
1698,676,34,17,0.0,34.0
1699,348,21,10,0.0,21.0
